suspect_age,suspect_gender,suspected_offense_type,intoxication_level,mental_confusion_level,suspect_aggression_level,suspect_compliance,officer_tone,officer_deescalation_attempts,bystanders_present,environment_risk_level,time_of_day,number_of_officers,force_used_level,interaction_duration_minutes,interaction_score
34,male,traffic_violation,1,0,2,2,1,2,0,1,evening,2,0,9,80.5
32,female,warrant,1,0,0,1,2,3,1,3,evening,3,1,15,64.0
27,male,public_intoxication,1,1,0,0,1,2,1,1,late_night,2,1,26,64.7
33,female,suspicious_person,1,2,2,2,1,7,0,0,day,1,1,20,83.3
16,female,theft,2,0,2,1,2,2,1,0,day,12,1,17,62.2
16,female,mental_health_crisis,0,3,0,0,1,4,0,2,evening,4,1,24,54.6
24,female,DUI,2,1,2,3,2,3,0,0,night,2,4,39,53.1
31,male,theft,1,1,1,1,1,1,1,1,day,3,1,11,59.6
26,female,DUI,1,1,2,1,2,1,0,2,night,3,1,32,56.2
51,female,suspicious_person,0,0,1,1,1,3,1,0,late_night,2,0,20,100.0
20,male,DUI,3,1,0,3,1,4,0,2,night,4,0,40,90.6
24,male,traffic_violation,1,0,1,3,1,2,0,1,day,1,0,11,92.7
37,female,theft,0,0,2,2,2,1,1,1,day,2,1,14,65.0
16,male,traffic_violation,1,1,0,2,2,0,0,1,day,1,0,17,84.7
34,male,suspicious_person,0,1,1,1,1,2,1,1,late_night,1,1,25,71.6
,female,suspicious person,0,0,0,2,2,2,0,2,late_night,3,0,22,85.6
24,unknown,traffic_violation,0,1,1,1,1,4,1,0,late_night,1,0,14,91.7
26,male,DUI,2,0,2,1,1,1,0,1,day,2,0,,85.9
32,female,violent_crime,0,0,3,0,3,1,0,2,evening,4,3,10,48.1
42,female,traffic_violation,0,2,1,2,2,3,0,2,night,2,0,19,64.8
16,male,theft,1,2,1,3,2,4,0,3,late_night,3,0,22,86.3
unknown,female,other,2,2,1,1,2,3,1,1,night,2,1,29,60.1
20,female,DUI,2,1,2,1,1,3,0,1,late_night,2,0,35,53.5
34,female,traffic stop,0,0,0,3,0,5,0,1,evening,2,0,13,100.0
34,male,warrant,1,0,1,0,2,2,0,1,evening,2,2,11,62.4
27,male,traffic_violation,0,1,1,2,1,3,0,1,night,2,0,20,84.0
29,female,traffic_violation,0,0,0,3,1,3,0,2,night,2,0,13,100.0
31,male,violent_crime,2,2,2,0,3,0,0,3,evening,4,4,6,37.2
16,female,retail_theft,0,0,2,2,0,3,1,2,night,2,1,13,68.8
16,female,theft,1,0,3,1,2,3,1,1,night,3,1,23,42.2
30,male,theft,0,0,1,2,2,3,1,1,late_night,2,0,11,98.8
unknown,male,traffic_violation,0,1,0,2,1,2,0,1,evening,1,0,24,86.8
35,male,traffic_violation,0,0,0,3,0,3,0,0,late_night,1,0,10,100.0
unknown,female,theft,1,0,2,3,2,3,1,1,day,1,1,22,81.3
28,female,DUI,1,0,1,1,1,3,0,1,evening,2,0,23,84.7
36,male,warrant,1,0,2,2,2,3,0,1, night ,2,1,21,50.5
38,male,warrant,0,0,1,3,1,1,0,1,evening,2,0,11,95.9
35,female,violent_crime,0,1,2,0,3,2,1,2,day,4,3,13,45.6
23,male,traffic_violation,1,0,1,3,1,4,0,1,evening,2,0,3,99.6
38,male,other,0,0,2,1,1,3,0,1,day,3,2,15,62.1
43,female,public_intoxication,2,1,1,1,1,4,1,2,late_night,2,1,31,56.9
16,male,theft,1,0,1,0,2,3,1,3,evening,3,2,12,60.0
16,female,mental_health_crisis,1,2,1,1,1,4,0,2,night,3,0,32,76.0
43,female,mental_health_crisis,1,2,0,1,1,7,0,1,Night,4,0,35,99.5
18,F,DUI,2,1,1,1,1,3,0,2,night,2,2,21,68.1
31,male,theft,1,2,2,2,2,1,0,1,night,2,1,15,58.5
32,male,DUI,3,0,2,2,2,3,0,1,night,3,0,29,68.7
44,male,suspicious_person,1,1,2,3,3,1,0,2,night,1,0,20,82.8
26,female,traffic_violation,0,0,0,3,1,1,0,1,evening,2,0,7,100.0
45,female,theft,0,0,2,2,2,3,1,1,late_night,2,0,21,76.6
28,male,other,0,2,2,1,2,1,0,1,night,1,1,11,67.0
21,female,domestic_disturbance,2,1,2,2,2,3,1,2,night,4,1,34,49.8
23,female, theft ,0,2,2,1,2,2,1,2,day,3,1,20,50.6
30,female,other ,1,0,1,2,1,0,0,2,day,3,0,NA,73.8
36,male,public_intoxication,2,3,3,0,2,3,1,1,late_night,3,3,22,0.0
16,male,warrant,0,1,2,2,1,4,0,1,night,3,0,23,66.5
43,female,mental_health_crisis,1,2,0,1,0,6,0,3,late_night,3,0,46,86.4
27,male,other,1,1,3,1,2,1,0,0,day,2,2,9,49.9
unknown,unknown,theft,1,1,1,2,2,1,0,0,day,2,1,10,82.2
32,male,domestic_disturbance,2,1,4,0,1,4,0,2,late_night,4,2,27,34.8
38,female,warrant,2,0,2,0,2,3,1,1,evening,1,1,13,74.3
18,male,theft,0,0,1,2,2,3,1,0,evening,2,0,15,94.5
31,female,public_intoxication,2,1,3,1,3,2,0,1,evening,3,1,30,35.7
25,male,warrant,1,2,0,1,1,2,0,1,evening,2,1,15,84.5
57,female,mental_health_crisis,0,3,2,1,1,6,0,1,day,3,1,40,60.3
16,female, theft ,1,0,2,1,1,1,0,1,day,3,0,14,67.1
19,male,traffic_violation,1,0,0,3,2,1,0,1,night,2,0,7,88.8
29,male,mental health crisis,0,2,2,0,1,8,1,2,day,4,2,41,53.4
19,male,other,1,1,2,0,1,3,0,0,evening,3,1,11,64.4
22,male,mental_health_crisis,1,2,1,1,1,5,0,2,night,3,1,35,83.7
44,male,traffic_violation,0,0,1,1,1,2,0,2,day,2,0,11,79.9
38,male,violent_crime,0,1,3,1,3,4,0,3,day,4,3,15,52.9
16,male,violent_crime,2,1,4,0,2,2,1,3,day,4,4,9,23.8
44,male,violent_crime,1,3,4,0,3,0,1,2,day,4,4,12,14.2
30,male,suspicious_person,0,0,2,2,2,3,0,2,evening,2,0,23,86.4
38,male,theft,1,0,0,1,1,2,1,2,late_night,4,0,18,85.8
29,male,suspicious_person,0,1,2,2,2,4,1,0,late_night,2,0,16,77.2
39,female,warrant,0,0,1,1,2,1,1,1,day,2,0,16,85.6
24,male,violent_crime,1,0,1,1,2,2,1,3,late_night,5,3,12,67.7
24,female,public_intoxication,2,1,1,0,1,1,1,1,evening,3,2,20,57.4
16,male,theft,0,1,2,1,2,2,0,1,late_night,2,1,20,61.9
28,male,suspicious_person,0,1,2,0,1,3,0,0,evening,2,1,14,66.5
37,male,warrant,0,2,2,1,1,4,0,1,late_night,4,2,27,72.6
44,male,suspicious_person,1,1,1,1,1,2,0,2,day,2,0,18,93.9
45,male,other,1,2,1,0,0,4,1,3,evening,4,2,21,48.0
39,female,theft,0,1,1,0,2,3,1,2,evening,3,2,21,53.2
37,unknown,DUI,2,2,1,2,2,3,0,0,day,1,0,24,83.1
31,male,warrant,1,0,1,2,1,2,0,0,day,2,0,22,83.1
31,male,DUI,2,0,0,1,2,3,0,2,late_night,2,0,31,82.3
30,,theft,2,1,3,2,2,5,0,1,late_night,3,1,20,70.0
41,male,violent_crime,0,1,3,0,3,0,0,3,night,5,3,7,45.1
22, male ,other ,1,1,3,1,1,4,0,0,evening,2,1,20,53.6
22,male,theft,1,0,3,0,2,2,1,1,NA,3,1,17,52.0
35,female,traffic_violation,1,1,1,3,1,4,1,1,day,2,0,18,79.1
20,female,DUI,3,0,1,1,2,2,0,1,night,2,1,37,57.1
36,female,warrant,0,0,3,2,1,1,0,1,late_night,3,2,4,58.6
24,male,traffic_violation,0,0,2,2,2,1,0,2,late_night,2,0,19,87.4
19,male,suspicious_person,0,1,1,1,2,4,0,1,evening,2,0,20,72.3
27,unknown,violent_crime,0,2,4,0,3,2,1,3,evening,4,3,9,49.4
47,male,theft,1,0,1,2,1,2,0,1,day,1,0,15,87.5
38,male,traffic_violation,0,0,1,2,2,0,0,1,evening,2,0,13,80.5
22,male,DUI,3,1,2,2,3,3,0,3,evening,2,0,42,63.6
36,male,warrant,1,0,1,2,1,0,1,2,day,3,1,16,66.8
29,unknown,violent_crime,1,0,3,0,3,0,0,3,night,5,3,21,37.3
26,male,traffic_violation,0,0,2,3,1,1,0,1,late_night,2,1,11,-3.0
33,female,traffic_violation,1,0,0,2,1,1,0,1,evening,1,0,16,97.3
32,male,DUI,2,1,0,2,0,5,0,1,evening,2,0,37,94.9
26,male,other,0,1,1,1,1,1,0,1,day,1,1,13,66.2
33,male,DUI,1,2,2,0,2,5,0,1,day,2,1,35,61.3
35,male,domestic_disturbance,1,1,0,1,2,3,1,3,night,5,1,37,56.5
40,male,traffic_violation,0,0,2,2,1,1,0,1,evening,2,0,14,89.8
39,male,violent_crime,2,1,4,0,2,2,1,3,night,4,4,15,12.4
19,male,theft,0,0,1,1,1,4,1,1,evening,2,1,26,81.6
22,female,theft,0,0,2,3,2,2,1,1,night,1,1,19,76.3
16,female,theft,1,0,1,3,2,0,1,1,evening,1,0,16,86.4
40,male,violent_crime,0,2,2,0,2,3,1,3,late_night,4,4,24,35.4
29,male,domestic_disturbance,1,0,2,2,2,3,0,2,late_night,4,1,26,74.9
22,female,public_intoxication,1,1,3,0,2,3,1,0,evening,2,1,30,101.7
27,unknown,mental_health_crisis,0,1,1,1,2,6,0,2,evening,3,0,26,97.6
46,male,traffic_violation,1,1,0,3,1,1,1,2,night,1,0,13,88.3
33,male,traffic_violation,2,0,1,3,2,2,0,0,night,1,1,5,-3.0
28,female,violent_crime,1,0,2,1,2,4,1,3,night,4,2,22,53.2
57,male,mental_health_crisis,1,2,1,0,1,6,0,2,night,3,1,41,62.5
16,male,traffic_violation,0,0,2,1,1,3,0,0,day,2,0,15,84.2
39,male,traffic_violation,0,0,2,3,2,0,0,0,EVENING,1,0,11,87.7
43,female,traffic_violation,0,1,0,2,1,1,0,0,evening,2,0,NA,83.8
NA,female,traffic stop,0,1,0,3,1,3,1,0,night,2,0,24,92.7
42,male,domestic_disturbance,1,0,2,2,1,3,0,2,day,4,1,27,53.6
21,male,public_intoxication,1,1,3,1,1,1,1,1,evening,3,0,23,56.4
23,male,suspicious_person,1,0,0,3,1,4,0,1,evening,3,0,18,100.0
40,male,violent_crime,1,1,0,1,3,2,0,3,night,5,3,,59.5
24,Male,warrant,0,1,1,3,2,1,0,3,evening,3,2,22,60.3
18,male,theft,0,1,2,1,2,3,0,2,evening,2,1,22,49.2
18,female,mental_health_crisis,0,2,2,1,1,6,0,2,day,4,1,33,73.2
31,unknown,domestic_disturbance,1,0,1,2,1,3,0,3,late_night,3,0,25,75.4
35,male,traffic_violation,1,1,2,2,2,4,0,1,late_night,2,0,17,75.0
41,female,traffic_violation,1,0,1,2,1,3,0,0,evening,2,1,13,83.3
34,male,theft,0,0,1,3,2,2,1,0,evening,2,0,14,100.0
32,female,domestic_disturbance,1,1,2,0,1,4,0,2,day,3,1,30,56.9
26,male,theft,0,1,3,0,2,2,1,2,evening,2,2,18,31.7
16,male,suspicious_person,2,2,2,2,2,3,0,0,evening,2,0,27,61.5
26,male,DUI,3,1,2,0,2,7,0,1,evening,1,1,40,51.1
27,male,traffic_violation,1,0,0,3,1,2,0,0,night,1,0,3,100.0
43,female,public_intoxication,1,2,2,0,1,5,0,1,evening,2,1,23,54.8
39,female,traffic_violation,0,0,0,3,1,1,0,1,late_night,1,0,14,100.0
49,male,suspicious_person,0,1,1,2,2,4,0,0,night,1,0,13,100.0
31,male,traffic_violation,1,0,2,3,2,2,1,1,night,1,0,15,79.0
20,male,warrant ,0,1,3,0,1,2,1,1,day,2,2,4,36.0
39,male,traffic_violation,1,1,1,1,2,2,1,3,night,1,1,22,49.6
26,male,traffic_violation,0,0,3,2,1,4,0,0,evening,2,0,27,84.5
29,male,other,0,0,1,2,2,3,0,1,late_night,2,0,15,91.8
16,female, theft ,0,0,3,0,2,2,1,1,day,2,1,28,39.4
31,male,other,0,1,0,0,1,3,0,1,day,2,1,12,67.1
23,male,domestic_disturbance,2,2,2,0,2,1,0,1,night,3,2,21,23.9
31,female,mental_health_crisis,0,3,0,1,2,7,1,3,late_night,2,0,35,86.5
17,male,mental_health_crisis,0,2,3,0,1,9,0,2,day,3,1,38,63.4
21,female,violent_crime,2,1,3,0,3,2,0,3,evening,5,3,1,35.3
16,male,theft,0,0,2,1,1,1,1,1,night,3,0,12,80.8
16,male,suspicious_person,0,1,3,2,2,2,1,1,night,4,1,22,50.1
32,male,violent_crime,1,2,2,0,2,2,0,3,night,4,3,3,42.1
24,female,traffic_violation,1,2,0,1,1,2,0,0,evening,3,0,22,82.1
26,male,domestic_disturbance,0,0,2,1,2,3,1,0,late_night,1,1,30,64.8
37,female,theft,1,1,3,1,1,1,1,1,day,3,2,17,23.7
23,female,DUI,2,1,0,1,2,5,0,0,late_night,2,1,36,72.4
38,male,other,2,0,0,0,1,3,0,2,evening,3,2,20,66.9
48,male,violent_crime,1,1,3,0,3,3,0,3,day,5,3,14,42.2
26,male,traffic_violation,1,0,1,3,1,3,0,2,late_night,2,0,17,94.9
40, male ,violent_crime,3,0,3,0,3,2,0,3,evening,5,4,9,31.6
23,female,traffic_violation,1,0,0,3,0,2,0,0,evening,2,0,14,100.0
38,male,other,0,2,0,1,1,3,1,1,evening,3,0,17,81.6
40,female,warrant,0,1,0,1,2,3,0,1,day,2,2,,73.6
32,male,violent_crime,0,1,4,0,3,2,0,3,night,5,4,9,27.4
NA,unknown,DUI,2,0,0,1,1,3,0,1,evening,1,0,38,79.7
48,male,traffic_violation,0,0,2,2,1,2,0,0,evening,1,1,5,83.1
55,male,DUI,2,1,1,2,1,5,0,1,DAY,1,0,29,69.8
21,male,traffic_violation,1,1,0,1,2,2,0,1,day,2,0,13,84.5
22,female,other,2,0,1,1,1,3,0,0,evening,2,0,14,85.3
30,male,mental_health_crisis,0,3,1,3,1,6,0,1,day,3,0,45,83.9
16,male, theft ,0,0,1,1,2,0,0,1,evening,2,1,20,61.8
59,female,mental_health_crisis,0,2,3,0,2,6,0,1,night,2,1,37,52.9
24,female,domestic_disturbance,2,1,3,1,2,4,0,2,evening,3,2,23,27.1
28,male,suspicious_person,0,2,1,1,1,1,0,1,evening,2,1,22,64.1
29,male,NA,0,0,1,2,1,1,0,0,night,1,0,14,91.1
30,unknown,traffic_violation,0,0,1,3,1,4,0,1,day,2,0,9,96.0
36,male,theft,0,0,1,1,2,3,0,2,evening,3,0,19,85.6
34,male,suspicious_person,1,1,2,1,0,2,0,0,night,3,1,16,70.1
24,male,theft,0,1,2,0,2,4,1,0,night,3,1,23,64.0
32,male,theft,1,0,2,0,2,3,0,3,late_night,3,2,6,36.9
29,male,violent_crime,1,0,3,0,3,2,0,2,late_night,5,2,22,43.7
61,male,mental_health_crisis,0,1,2,0,1,7,0,1,day,4,1,42,58.4
42,male,other,1,2,2,0,2,3,0,1,day,2,1,16,40.4
24,male,traffic_violation,1,2,0,1,1,4,0,1,night,2,0,14,93.0
48,female,,0,1,0,1,2,4,0,2,night,3,0,25,72.2
30,male,public_intoxication,3,2,0,0,2,5,0,1,day,2,0,26,71.2
27,male,traffic_violation,1,1,0,2,2,2,0,1,evening,1,0,14,76.8
33,male,DUI,2,1,1,2,2,6,0,1,night,2,1,44,82.8
26,male,DUI,2,0,2,0,2,2,0,1,EVENING,2,1,32,51.1
41,female,mental_health_crisis,1,2,1,2,1,5,0,1,evening,2,0,40,85.4
50,male,domestic_disturbance,1,1,0,1,2,2,0,2,day,3,0,24,81.4
26,male,theft,1,0,2,1,1,1,0,1,day,2,0,16,71.4
16,female,theft,0,0,2,1,1,3,1,1,evening,3,2,16,76.4
37,male,warrant,1,1,2,0,2,0,0,0,evening,3,1,22,63.8
28,male,suspicious_person,0,1,1,1,1,5,0,1,day,3,0,33,79.8
55,male,theft,1,0,2,0,2,3,1,0,evening,3,1,14,59.6
30,female,shoplifting,1,2,0,3,2,1,1,1,night,2,0,27,75.5
27,male,traffic_violation,1,0,1,2,1,1,1,1,evening,2,1,5,81.3
32,,dui,2,0,0,0,1,2,0,2,evening,2,1,26,58.0
unknown,male,violent_crime,1,2,4,0,3,5,1,3, night ,5,4,16,36.4
23,female,violent_crime,2,2,1,0,2,3,0,2,day,5,2,23,59.2
20,male,traffic_violation,1,0,0,2,0,3,1,1,day,1,0,32,90.1
28,female,theft,0,0,2,0,2,4,0,1, late_night ,3,2,NA,67.9
46,female,other,0,0,4,1,1,2,0,1,night,2,2,13,49.6
45,unknown,suspicious_person,0,0,2,0,1,6,1,1,night,2,1,23,59.1
21,female,mental_health_crisis,0,3,0,0,1,6,0,2,Night,3,2,43,71.6
58,female,traffic_violation,1,0,1,2,1,2,1,2,night,2,0,8,81.8
40,female,traffic_violation,1,0,0,3,1,3,1,3,late_night,2,0,17,80.8
NA,male,traffic_violation,0,0,0,3,1,2,0,1,evening,1,0,9,100.0
32,male,mental_health_crisis,0,2,1,0,1,5,0,1,night,3,2,38,63.1
19,male,traffic_violation,0,0,2,1,1,0,0,0,EVENING,2,1,1,58.0
37,female,warrant,0,0,1,1,1,4,1,0,evening,2,0,16,100.0
36,female,public_intoxication,1,1,0,1,2,2,1,1,day,2,0,26,81.9
48,male,theft,0,1,0,0,2,2,1,1,day,2,0,15,83.9
22,male,violent_crime,1,1,4,0,3,0,1,1,day,5,3,13,17.4
16,male,mental_health_crisis,0,3,1,1,2,3,0,2,Day,3,2,32,55.5
18,male,DUI,2,0,2,1,1,6,0,2,night,2,2,,73.1
26,female,public_intoxication,2,1,3,0,1,4,0,1,day,2,1,18,39.4
32,male,other,0,0,3,0,1,3,0,2,late_night,2,2,22,54.2
31,male,DUI,3,0,1,0,2,2,0,2,late_night,3,1,35,41.0
49,male,violent_crime,2,0,1,1,2,2,1,3,day,5,3,15,48.9
35,unknown,theft,0,0,2,1,2,1,1,0,NA,2,1,14,83.1
42,male,domestic_disturbance ,2,1,3,0,1,4,1,3,day,4,2,29,27.2
43,male,DUI,1,1,1,2,1,3,0,2,Night,2,1,32,73.9
18,male,DUI,3,0,0,0,1,6,0,1,late_night,3,1,32,62.2
42,male,domestic,0,0,2,0,2,2,0,1,evening,3,2,15,56.4
30,male,violent_crime,3,0,4,0,2,1,1,3,night,5,4,14,21.3
27,female,theft,0,0,1,0,1,6,0,2,day,2,1,15,86.5
37,male,traffic_violation,1,0,0,2,2,3,0,2,late_night,3,0,14,93.5
20,male,violent_crime,1,0,2,0,2,3,1,3,day,5,3,11,41.7
38,male,traffic_violation,0,0,1,1,1,2,1,0,day,1,1,5,74.7
31,male,traffic_violation,0,1,0,1,1,3,0,0,night,1,0,15,88.3
33,male,theft,0,0,2,2,2,3,1,1,day,2,0,22,79.7
22,male,,1,1,2,1,1,2,0,1,evening,3,1,25,64.3
47,female,mental_health_crisis,0,2,2,1,2,3,0,2,day,4,1,24,55.5
32,female,DUI,3,1,1,1,1,6,0,1,day,1,2,34,65.3
36,female,mental_health_crisis,1,3,1,0,1,5,1,1,day,4,1,29,67.9
29,unknown,NA,1,0,1,2,1,3,0,0,night,2,1,23,77.4
16, female ,warrant,2,0,1,1,1,1,1,1,evening,3,2,23,84.1
34,male,traffic_violation,0,1,0,3,2,2,1,1,evening,2,0,11,100.0
16,male,mental_health_crisis,0,1,1,1,1,3,0,3,night,3,1,38,49.4
24,male,domestic_disturbance,1,1,3,0,1,4,0,2,,3,2,38,50.6
31,male,suspicious_person,1,2,3,3,2,4,0,1,evening,2,0,19,82.3
16,male,domestic_disturbance,1,1,1,2,2,2,0,2,night,3,1,27,63.0
16,male,theft,0,0,2,1,1,2,1,2,night,2,1,15,60.0
NA,male,suspicious_person,0,2,0,1,2,4,1,1,late_night,2,0,17,87.4
34,male,DUI,3,0,3,1,2,4,0,0,day,2,1,28,56.6
44,male,warrant,1,0,2,0,2,3,1,2,night,3,1,20,34.8
NA,male,theft,2,0,1,1,2,3,0,1,day,1,1,12,63.2
35,male,public_intoxication,3,2,1,1,2,2,1,1,day,3,1,30,55.2
47,male,mental_health_crisis,0,3,2,0,2,2,1,3,night,4,3,35,20.5
39,male,mental_health_crisis,1,3,1,0,2,6,1,3,day,3,1,31,64.1
35,male,traffic_violation,0,0,0,2,0,3,0,2,night,3,0,4,90.2
unknown,male,other,0,0,0,3,1,3,0,2,late_night,4,0,22,91.9
21,male,DUI,3,1,0,2,1,3,0,0,day,1,0,32,90.6
30, female ,public_intoxication,3,2,2,1,1,4,1,2,night,3,1,24,35.3
40,Male,traffic_violation,0,0,1,3,1,3,0,1,day,1,0,13,100.0
43,male,DUI,2,2,2,2,3,5,0,0,late_night,2,0,41,84.8
25,male,suspicious_person,1,0,0,2,2,3,0,1,late_night,2,0,18,82.6
16,male,mental_health_crisis,0,3,1,0,0,7,0,2,day,3,1,38,61.7
43,female,theft,2,1,2,0,1,2,1,1,day,2,1,21,56.7
unknown,male,other,0,0,1,1,2,4,0,3,night,4,0,18,81.1
25,male,traffic_violation,1,0,1,2,2,2,0,2,night,2,0,14,83.0
22,,other,2,0,2,0,1,2,1,1,night,4,0,31,66.2
27,male,traffic_violation,0,1,1,1,1,0,0,1,night,3,1,1,75.3
39,male,violent_crime,2,2,2,0,3,1,1,3,day,5,3,11,33.1
31,female,traffic_violation,0,0,0,3,1,2,0,2, day ,2,0,19,100.0
24,male,suspicious_person,2,0,1,0,1,3,0,2,night,3,1,18,60.9
20,female,theft,0,0,1,2,1,1,1,2,day,3,1,20,75.9
22,male,warrant,0,0,3,0,3,0,0,1,day,4,2,9,43.8
35,female,traffic_violation,0,0,0,1,2,1,0,1,NA,1,4,3,91.4
25,male,violent_crime,1,2,3,1,3,3,0,2,day,4,3,24,49.9
57,male,suspicious_person,0,0,1,2,2,4,0,1,day,2,0,15,100.0
46,male,violent_crime,2,0,4,0,3,0,0,3,late_night,6,3,3,12.2
18,male,DUI,2,2,1,1,1,5,0,2,day,2,2,34,71.5
18,male,DUI,2,2,2,1,2,4,0,1,DAY,3,1,34,48.6
51,male,traffic_violation,0,0,1,2,1,3,0,0,late_night,2,0,24,96.5
21,male,theft,0,1,1,1,2,3,0,1,day,2,1,NA,71.5
35,male,DUI,2,0,1,1,1,4,0,2,NA,1,0,35,69.3
28,male,traffic_violation,1,1,2,2,2,2,0,0,night,1,0,16,83.1
27,male,violent_crime,0,0,3,0,2,1,0,3,day,5,3,6,108.2
40,male,DUI,3,1,1,0,1,6,0,2,day,1,0,42,61.0
35,female,violent_crime,2,0,3,0,2,2,0,2,evening,4,3,14,49.8
42,male,public_intoxication,2,1,3,0,3,2,0,1,late_night,3,2,30,24.8
29,male,domestic_disturbance,1,0,2,0,2,3,0,2,day,4,2,31,43.3
29,unknown,other,1,1,4,0,2,0,0,0,day,2,2,15,31.9
26,female,DUI,3,2,0,3,2,5,1,2,day,4,0,40,89.3
16,male,warrant,0,0,1,2,2,2,0,2,evening,3,1,27,62.5
16,male,suspicious person,0,0,3,1,1,3,0,2,night,3,1,17,64.5
23,male,domestic_disturbance,2,1,2,1,2,5,1,3,evening,3,0,26,58.6
40,female,suspicious_person,1,0,1,2,2,3,0,2,day,1,0,18,86.5
42,female,traffic_violation,0,2,0,3,1,2,0,1,night,2,0,11,89.4
24,male,violent_crime,1,0,2,1,3,1,0,2,late_night,5,3,8,56.6
30,male,traffic_violation,2,0,1,2,1,3,0,2,evening,3,0,12,86.1
33,male,theft,0,0,2,2,2,2,1,1,evening,3,1,12,69.9
39,unknown,theft,0,0,2,1,1,1,1,2,night,2,1,18,62.2
24,male,mental_health_crisis,0,3,1,1,1,7,0,2,late_night,4,1,39,56.2
35,male,traffic_violation,1,0,1,2,0,2,0,1,evening,1,0,5,88.5
16,male,theft,0,0,2,1,2,2,1,1,evening,2,0,11,63.3
33,male,suspicious_person,1,2,3,0,1,4,0,1,evening,2,1,19,65.2
16,female,other,1,2,0,1,2,0,1,2,night,3,0,,48.1
18,male,DUI,3,0,1,2,1,3,0,0,night,2,0,31,100.0
23,female,public_intoxication,2,2,1,0,1,4,1,3,night,4,2,26,43.8
24,male,violent crime,2,0,4,2,3,2,0,2,late_night,4,3,13,48.8
24,Male,suspicious_person,0,0,2,0,2,2,0,1,evening,3,2,9,60.0
24,male,suspicious_person,0,0,0,2,0,5,1,0,late_night,2,0,,100.0
18,male,public_intoxication,1,1,3,2,2,1,0,3,night,4,2,22,32.9
36,male,DUI,2,1,2,2,1,3,0,2,night,3,0,33,63.7
48,unknown,suspicious_person,1,0,2,1,2,3,0,0,late_night,4,0,28,77.1
43,female,violent_crime,1,1,3,0,3,3,1,3,late_night,4,3,7,30.6
21,male,DUI,1,1,0,3,1,1,0,1,late_night,2,0,29,12.4
29,male,mental_health_crisis,0,2,2,0,1,6,0,2,day,3,1,35,79.7
16,unknown,mental_health_crisis,1,2,0,2,2,6,1,1,late_night,3,0,40,83.2
50,female,suspicious_person,1,0,0,2,2,1,0,1,evening,3,0,17,100.0
25,male,violent_crime,2,0,3,0,3,0,1,2,evening,5,2,17,38.3
27,female,other,0,1,0,2,1,2,0,0,day,1,0,18,92.8
45,male,mental_health_crisis,0,2,0,0,0,6,0,1,day,2,0,35,83.8
16,female,suspicious_person,0,2,2,1,2,3,0,0,NA,2,0,,69.1
38,male,theft,0,0,2,0,2,4,1,1,night,2,1,11,75.9
34,female,DUI,1,1,2,1,1,1,0,0,late_night,2,0,27,69.0
26,male,traffic_violation,0,1,0,3,1,2,1,1,day,1,0,14,100.0
30,male,suspicious_person,2,1,0,1,2,3,0,1,evening,1,0,16,81.4
24,male,violent_crime,1,1,3,0,3,2,0,3,day,5,4,13,19.3
23,male,domestic_disturbance,1,0,1,1,2,0,1,3,late_night,3,1,28,52.1
42,male,theft,1,0,2,2,1,2,0,0,day,2,0,27,86.0
23,male,traffic_violation,1,0,1,3,1,4,1,0,evening,1,0,10,100.0
32, male ,traffic_violation,0,1,0,1,2,2,0,2,day,2,0,11,84.4
20,male,DUI,1,1,0,2,1,5,0,1,evening,3,0,35,98.5
17,female,theft,1,1,3,2,2,2,0,0,day,2,0,13,66.0
52,female,mental_health_crisis,0,3,1,0,1,8,0,1,day,2,1,33,61.6
16,,theft,1,0,0,2,1,1,1,1,evening,2,0,27,89.3
25,female,traffic_violation ,0,0,4,3,3,4,0,2,day,2,1,13,62.5
36,female,other,0,0,1,3,1,2,1,1,evening,3,0,23,95.5
29,female,DUI,1,0,1,1,1,2,0,1,night,2,1,28,64.0
24,female,other,1,2,3,2,1,5,1,1,night,3,0,20,72.2
46,female,suspicious_person,0,1,2,1,1,3,0,1,night,3,1,27,64.8
43,female,mental_health_crisis,0,2,0,1,1,4,0,2,evening,3,0,47,56.7
18,,DUI,3,0,1,0,1,4,0,1,evening,2,1,35,55.7
23,male,other,1,1,1,0,2,2,0,2,late_night,2,2,3,44.3
44,male,violent_crime,0,1,4,0,2,0,0,2,late_night,4,3,10,26.3
29,male,other,2,0,1,0,1,0,0,1,day,1,1,15,59.8
22,male,mental_health_crisis,1,3,1,0,2,6,0,0,late_night,3,0,50,74.0
16,male,traffic_violation,0,1,1,3,2,2,0,2,late_night,2,0,16,88.8
44,male,theft,0,2,2,1,2,2,0,2,day,2,2,21,45.9
26,male,suspicious_person,2,1,2,0,1,5,0,1,day,2,1,22,67.9
16,female,theft,2,0,1,2,2,2,1,2,day,2,1,28,88.0
22,male,suspicious_person,0,1,1,0,0,2,0,2,late_night,2,2,6,53.4
20,female,suspicious_person,0,0,2,1,1,2,0,1,night,2,1,17,99.6
36,male,traffic_violation,0,0,1,1,2,2,1,2,late_night,1,1,12,61.2
26,male,domestic_disturbance,1,1,1,1,2,3,1,2,day,3,1,31,42.7
,male,DUI,3,2,0,0,2,6,0,1,day,2,0,42,92.8
39,male,traffic_violation,0,0,2,1,1,3,0,0,evening,2,2,16,76.4
44,male,other,0,1,0,2,1,1,0,2,day,3,0,12,79.9
